idx,identity,separability,stability,coherence,completness,congruence,selectivity,accumen,explainer,models,explainer_rec,completeness,nb_couches,nom_ligne
0,1.0,1.0,1.0,0.250001847743988,123.78204345703124,0.3060724139213562,0.6141244247555733,0.0423971377459749,lime_1c,1c,lime,0.008078716202056661,4,0_1c
0,1.0,1.0,1.0,0.147780492901802,0.4737275242805481,0.1833804100751876,0.5684322208166123,0.3135241502683363,shap_1c,1c,shap,0.4737275242805481,4,1_1c
0,1.0,1.0,0.9,0.1817037610331365,2.019101926400103,0.2229208650216828,0.6200885474681854,0.0358855098389982,l2x_1c,1c,l2x,0.4952696973465426,4,2_1c
0,1.0,1.0,1.0,0.161334678530693,573.3304443359375,0.1856637746095657,0.5554075181484223,0.1191413237924865,lime_1c,1c,lime,0.0017441948354203558,4,3_1c
0,1.0,1.0,1.0,0.1575631648302078,0.4267016351222992,0.181761234998703,0.5930141180753707,0.4720393559928443,shap_1c,1c,shap,0.4267016351222992,4,4_1c
0,1.0,1.0,1.0,0.1551157820132978,0.608091363020594,0.1791235488072582,0.5444970816373825,0.0524865831842576,l2x_1c,1c,l2x,0.608091363020594,4,5_1c
0,1.0,1.0,1.0,0.1448178142309188,32.490020751953125,0.2455578446388244,0.6306982189416885,0.0445199761478831,lime_1c,1c,lime,0.03077868147990904,4,6_1c
0,1.0,1.0,0.9,0.1413764059543609,0.5476188063621521,0.2434179186820984,0.6607671365141868,0.5830590339892666,shap_1c,1c,shap,0.5476188063621521,4,7_1c
0,1.0,1.0,1.0,0.1744056136947248,0.2055402757278769,0.2718032524821036,0.6695408686995507,0.0353130590339892,l2x_1c,1c,l2x,0.2055402757278769,4,8_1c
0,1.0,1.0,1.0,0.2273058444261551,0.1989703476428985,0.2511784434318542,0.5689982593059539,0.1134525939177102,lime_1c,1c,lime,0.1989703476428985,4,9_1c
0,1.0,1.0,1.0,0.2221259772777557,0.3643234372138977,0.2480888217687606,0.6889884486794472,0.4454561717352415,shap_1c,1c,shap,0.3643234372138977,4,10_1c
0,1.0,1.0,1.0,0.2639901108902492,2.0967622368504384,0.3092802529450256,0.557520580291748,0.0692665474060822,l2x_1c,1c,l2x,0.47692579655674605,4,11_1c
0,1.0,1.0,0.9,0.4250002801418304,2.116522789001465,0.3385795056819916,0.5495634749531746,0.0399910554561717,lime_1c,1c,lime,0.47247306062401573,4,12_1c
0,1.0,1.0,0.9,0.3329740464687347,0.2797613739967346,0.3217043280601501,0.6954706877470016,0.3095885509838998,shap_1c,1c,shap,0.2797613739967346,4,13_1c
0,1.0,1.0,0.9,0.4724522885059218,10.549357441752102,0.3569878150396758,0.5784497022628784,0.0318067978533094,l2x_1c,1c,l2x,0.09479250328955711,4,14_1c
0,1.0,1.0,1.0,0.1691569089889526,0.1150816828012466,0.2016588449478149,0.7736059255897999,0.1251520572450805,lime_1c,2c,lime,0.1150816828012466,4,15_2c
0,1.0,1.0,1.0,0.1650620251893997,0.3329562544822693,0.2047891467809677,0.6835500583052635,0.496386404293381,shap_1c,2c,shap,0.3329562544822693,4,16_2c
0,1.0,1.0,0.9,0.1912236007578102,31.85641798303829,0.2270292693316025,0.7252853229641915,0.0240071556350626,l2x_1c,2c,l2x,0.03139084879324607,4,17_2c
0,1.0,1.0,1.0,0.1849471628665924,0.0905150771141052,0.1923569142818451,0.728774932026863,0.1133094812164579,lime_1c,2c,lime,0.0905150771141052,4,18_2c
0,1.0,1.0,1.0,0.1740433871746063,0.304299384355545,0.1993920356035232,0.7135770924389362,0.4977817531305904,shap_1c,2c,shap,0.304299384355545,4,19_2c
0,1.0,1.0,1.0,0.1749983542815874,53.74667853485206,0.1821041385849542,0.7336105681955815,0.0271914132379248,l2x_1c,2c,l2x,0.01860580090268368,4,20_2c
0,1.0,1.0,1.0,0.1580079942941665,0.1078096851706504,0.2656502723693847,0.7960591465234756,0.1193917710196779,lime_1c,2c,lime,0.1078096851706504,4,21_2c
0,1.0,1.0,0.7,0.1579857915639877,0.1307726204395294,0.2656464874744415,0.8007424205541611,0.4877638640429338,shap_1c,2c,shap,0.1307726204395294,4,22_2c
0,1.0,1.0,1.0,0.18256042316149,1.1741591005792675,0.2810693037798,0.7596375867724419,0.0234704830053667,l2x_1c,2c,l2x,0.8516733375456983,4,23_2c
0,1.0,1.0,1.0,0.2511365711688995,0.0300164334475994,0.2694101929664612,0.6604866802692413,0.1204651162790697,lime_1c,2c,lime,0.0300164334475994,4,24_2c
0,1.0,1.0,0.7,0.2511090338230133,0.0379816852509975,0.2694050967693329,0.8453383430838585,0.4233989266547405,shap_1c,2c,shap,0.0379816852509975,4,25_2c
0,1.0,1.0,1.0,0.2727060989449331,9.140039614445808,0.321433761287575,0.7576808340847492,0.0175670840787119,l2x_1c,2c,l2x,0.10940871617443569,4,26_2c
0,1.0,1.0,1.0,0.3563823103904724,0.019454414024949,0.3482277989387512,0.6643729031085968,0.1365652951699463,lime_1c,2c,lime,0.019454414024949,4,27_2c
0,1.0,1.0,1.0,0.3562930226325989,0.1239142566919326,0.3482798933982849,0.798989114165306,0.5947942754919499,shap_1c,2c,shap,0.1239142566919326,4,28_2c
0,1.0,1.0,0.9,0.4012148529988273,43.57980488808177,0.3746691723355336,0.6146863922476768,0.0391771019677996,l2x_1c,2c,l2x,0.022946408378103605,4,29_2c
0,1.0,1.0,0.9,0.1731230616569519,0.8819006681442261,0.2078671157360077,0.6889332711696625,0.0768515205724508,lime_1c,3c,lime,0.8819006681442261,4,30_3c
0,1.0,1.0,1.0,0.1729682981967926,0.4313943386077881,0.2080012410879135,0.755051389336586,0.4594633273703041,shap_1c,3c,shap,0.4313943386077881,4,31_3c
0,1.0,1.0,1.0,0.2453510920109554,11.696603273727082,0.2466477560779761,0.7056727543473243,0.0208944543828264,l2x_1c,3c,l2x,0.08549490622172343,4,32_3c
0,1.0,1.0,1.0,0.1721750050783157,3398.62255859375,0.1952473670244217,0.7786561131477356,0.1200715563506261,lime_1c,3c,lime,0.00029423685118296,4,33_3c
0,1.0,1.0,1.0,0.1721782088279724,925.0363159179688,0.1952497512102127,0.7136834472417831,0.5239713774597495,shap_1c,3c,shap,0.0010810386390156372,4,34_3c
0,1.0,1.0,1.0,0.1731291715595414,136.21370844999882,0.1970108152593337,0.6412833988666534,0.041216457960644,l2x_1c,3c,l2x,0.007341404997919713,4,35_3c
0,1.0,1.0,1.0,0.1643550843000412,0.0862429141998291,0.2678585350513458,0.8005926124751568,0.0574239713774597,lime_1c,3c,lime,0.0862429141998291,4,36_3c
0,1.0,1.0,0.8,0.1643610298633575,0.0205106772482395,0.2678590714931488,0.8450171038508415,0.3307692307692307,shap_1c,3c,shap,0.0205106772482395,4,37_3c
0,1.0,1.0,1.0,0.1958502301334184,5.651008667456647,0.2860224214591913,0.7892016105353832,0.0275134168157424,l2x_1c,3c,l2x,0.17695955869946853,4,38_3c
0,1.0,1.0,1.0,0.2301257401704788,0.0139833707362413,0.2685257196426391,0.7215319365262985,0.1411091234347048,lime_1c,3c,lime,0.0139833707362413,4,39_3c
0,1.0,1.0,0.9,0.2301307469606399,0.0033227514941245,0.2685253918170929,0.8088599123060703,0.385474060822898,shap_1c,3c,shap,0.0033227514941245,4,40_3c
0,1.0,1.0,1.0,0.2820282712042355,48.18442739292736,0.3276747017729662,0.6348462477326393,0.0108050089445438,l2x_1c,3c,l2x,0.020753593102712322,4,41_3c
0,1.0,1.0,1.0,0.3441105186939239,0.0456979647278785,0.3455600142478943,0.6743642076849937,0.0423971377459749,lime_1c,3c,lime,0.0456979647278785,4,42_3c
0,1.0,1.0,1.0,0.3440263271331787,0.1121641024947166,0.345649242401123,0.7749296873807907,0.428139534883721,shap_1c,3c,shap,0.1121641024947166,4,43_3c
0,1.0,1.0,1.0,0.4072342221277875,153.72508542341257,0.3865485216455078,0.6528247445821762,0.025509838998211,l2x_1c,3c,l2x,0.006505119169364263,4,44_3c
0,1.0,1.0,1.0,0.173025369644165,1.2247188091278076,0.2113706022500991,0.7567310631275177,0.1228622540250447,lime_4c,4c,lime,0.8165139561399871,4,45_4c
0,1.0,1.0,1.0,0.1730199754238128,0.4491978585720062,0.2113825976848602,0.7414247881621122,0.3390339892665474,shap_4c,4c,shap,0.4491978585720062,4,46_4c
0,1.0,1.0,1.0,0.1947319359307634,1.028696989673631,0.2388159109174222,0.696334458142519,0.0407513416815742,l2x_4c,4c,l2x,0.9721035543394215,4,47_4c
0,1.0,1.0,1.0,0.1735561192035675,43.29616928100586,0.2033738940954208,0.7161321118474007,0.0491949910554561,lime_4c,4c,lime,0.02309673157247892,4,48_4c
0,1.0,1.0,1.0,0.1729694455862045,0.2526547908782959,0.2038723081350326,0.7058450799435377,0.3578890876565295,shap_4c,4c,shap,0.2526547908782959,4,49_4c
0,1.0,1.0,1.0,0.1710062400440424,30.41417992823895,0.1951354689179832,0.7361387997865677,0.0319499105545617,l2x_4c,4c,l2x,0.03287940040992262,4,50_4c
0,1.0,1.0,1.0,0.1576458066701889,0.1051210388541221,0.2576221823692322,0.8525265861302614,0.0784615384615384,lime_4c,4c,lime,0.1051210388541221,4,51_4c
0,1.0,1.0,0.8,0.1576546281576156,0.0228276513516902,0.2576221525669098,0.8836128953844309,0.3755277280858676,shap_4c,4c,shap,0.0228276513516902,4,52_4c
0,1.0,1.0,1.0,0.1950023253854318,3.106459326367349,0.2853689989041712,0.8302135661244392,0.0124508050089445,l2x_4c,4c,l2x,0.32190989642519685,4,53_4c
0,1.0,1.0,1.0,0.2595140039920807,0.0093195307999849,0.2771880626678467,0.8303769551217556,0.0980679785330948,lime_4c,4c,lime,0.0093195307999849,4,54_4c
0,1.0,1.0,0.9,0.2595226168632507,0.0014228852232918,0.2771879732608795,0.8223253425210715,0.3838998211091234,shap_4c,4c,shap,0.0014228852232918,4,55_4c
0,1.0,1.0,1.0,0.2812557543155781,27.404791686008576,0.3321682640486958,0.7265653267502785,0.0310554561717352,l2x_4c,4c,l2x,0.03648996903379297,4,56_4c
0,1.0,1.0,1.0,0.3590855896472931,101.16986846923828,0.3470354974269867,0.7375177226960659,0.1095169946332737,lime_4c,4c,lime,0.009884365919721048,4,57_4c
0,1.0,1.0,1.0,0.3583671152591705,0.1012679785490036,0.347778707742691,0.7988286539912224,0.2567978533094812,shap_4c,4c,shap,0.1012679785490036,4,58_4c
0,1.0,1.0,0.9,0.4134683866023936,172.27253626234832,0.3850537439726408,0.7234805136919021,0.0229695885509839,l2x_4c,4c,l2x,0.005804755776493196,4,59_4c
